14.01.2023,20.958,2,19.926,9,21.185,6,19.898,6,458,21.000,5,17
13.01.2023,19.927,0,18.850,8,19.981,6,18.723,8,426,67.000,5,71
12.01.2023,18.851,3,17.941,0,19.055,3,17.915,5,522,01.000,5,07
11.01.2023,17.942,3,17.440,5,17.989,8,17.323,9,291,53.000,2,89
10.01.2023,17.439,1,17.180,1,17.491,0,17.151,7,247,14.000,1,51
09.01.2023,17.180,1,17.119,0,17.390,8,17.107,1,301,24.000,0,36
08.01.2023,17.119,0,16.943,6,17.119,0,16.913,8,144,84.000,1,04
07.01.2023,16.943,6,16.950,9,16.979,6,16.909,7,110,48.000,-0,04
06.01.2023,16.950,9,16.829,8,17.012,3,16.707,6,233,47.000,0,72
05.01.2023,16.829,8,16.852,2,16.877,9,16.772,3,178,96.000,-0,13
04.01.2023,16.852,1,16.674,2,16.976,5,16.656,5,247,39.000,1,07
03.01.2023,16.674,2,16.673,1,16.773,2,16.607,2,178,73.000,-0,00
02.01.2023,16.674,3,16.618,4,16.766,9,16.551,0,136,03.000,0,34
01.01.2023,16.618,4,16.537,5,16.621,9,16.499,7,107,84.000,0,49
31.12.2022,16.537,4,16.607,2,16.635,9,16.487,3,130,44.000,-0,42
30.12.2022,16.607,2,16.636,4,16.644,4,16.360,0,192,76.000,-0,18
29.12.2022,16.636,4,16.546,2,16.659,1,16.496,6,181,47.000,0,55
28.12.2022,16.546,2,16.705,9,16.781,1,16.474,2,217,96.000,-0,96
27.12.2022,16.706,1,16.918,2,16.964,0,16.610,1,192,18.000,-1,25
26.12.2022,16.918,1,16.831,8,16.936,1,16.799,4,133,36.000,0,51
25.12.2022,16.831,8,16.835,7,16.852,9,16.733,0,132,89.000,-0,03
24.12.2022,16.837,2,16.778,6,16.855,8,16.777,8,110,12.000,0,35
23.12.2022,16.779,1,16.820,5,16.910,7,16.768,0,184,12.000,-0,25
22.12.2022,16.820,6,16.831,8,16.862,2,16.566,1,198,28.000,-0,07
21.12.2022,16.831,8,16.902,7,16.919,4,16.735,0,174,34.000,-0,42
20.12.2022,16.902,8,16.441,3,17.031,3,16.400,7,284,57.000,2,81
19.12.2022,16.441,3,16.741,1,16.809,5,16.331,2,207,93.000,-1,79
18.12.2022,16.741,1,16.777,0,16.825,7,16.666,5,124,29.000,-0,21
17.12.2022,16.777,1,16.629,0,16.794,4,16.587,0,164,49.000,0,89
16.12.2022,16.629,6,17.356,7,17.518,5,16.542,4,303,56.000,-4,19
15.12.2022,17.356,1,17.796,4,17.846,1,17.298,2,263,44.000,-2,47
14.12.2022,17.796,4,17.778,6,18.351,8,17.682,1,318,98.000,0,10
13.12.2022,17.778,6,17.210,9,17.951,6,17.094,5,328,71.000,3,30
12.12.2022,17.210,4,17.093,2,17.232,5,16.878,5,249,39.000,0,68
11.12.2022,17.093,3,17.127,0,17.262,9,17.080,6,167,20.000,-0,20
10.12.2022,17.127,2,17.125,7,17.220,5,17.105,7,148,81.000,0,01
09.12.2022,17.125,7,17.225,6,17.288,6,17.082,1,260,84.000,-0,58
08.12.2022,17.225,7,16.835,2,17.294,2,16.765,8,261,64.000,2,32
07.12.2022,16.835,2,17.089,4,17.126,7,16.715,3,244,36.000,-1,49
06.12.2022,17.089,3,16.966,3,17.101,1,16.914,9,246,19.000,0,72
05.12.2022,16.966,5,17.106,9,17.395,2,16.886,9,268,72.000,-0,85
04.12.2022,17.112,6,16.884,8,17.198,1,16.881,6,197,12.000,1,35
03.12.2022,16.884,5,17.093,4,17.132,6,16.862,1,169,29.000,-1,22
02.12.2022,17.093,6,16.972,2,17.096,2,16.799,9,227,01.000,0,72
01.12.2022,16.972,0,17.163,4,17.244,7,16.868,9,266,14.000,-1,12
30.11.2022,17.163,9,16.440,8,17.215,5,16.433,2,348,22.000,4,40
29.11.2022,16.440,4,16.211,9,16.531,4,16.100,1,271,58.000,1,41
28.11.2022,16.211,7,16.426,1,16.481,4,16.013,5,284,84.000,-1,30
27.11.2022,16.425,6,16.456,4,16.595,4,16.414,6,173,25.000,-0,19
26.11.2022,16.456,5,16.512,3,16.686,3,16.387,9,194,94.000,-0,34
25.11.2022,16.512,3,16.600,6,16.611,8,16.360,9,204,07.000,-0,54
24.11.2022,16.601,2,16.604,9,16.785,6,16.472,0,229,59.000,-0,14
23.11.2022,16.623,9,16.216,9,16.677,6,16.162,3,305,08.000,2,53
22.11.2022,16.212,9,15.776,6,16.274,6,15.620,4,287,21.000,2,77
21.11.2022,15.776,2,16.278,6,16.287,9,15.504,2,372,15.000,-3,13
20.11.2022,16.286,7,16.699,3,16.749,3,16.209,2,172,83.000,-2,47
19.11.2022,16.699,2,16.652,2,16.814,9,16.608,9,114,89.000,0,37
18.11.2022,16.638,3,16.715,4,16.846,3,16.553,0,241,96.000,-0,32
17.11.2022,16.691,2,16.540,5,16.739,7,16.425,8,257,00.000,0,91
16.11.2022,16.540,5,16.895,4,16.993,4,16.408,2,295,73.000,-2,10
15.11.2022,16.895,1,16.615,0,17.112,0,16.543,9,337,15.000,1,69
14.11.2022,16.613,7,16.325,0,17.158,4,15.834,0,442,46.000,1,77
13.11.2022,16.324,5,16.803,9,16.946,5,16.274,9,210,80.000,-2,80
12.11.2022,16.795,2,17.049,9,17.100,8,16.633,9,192,91.000,-1,49
11.11.2022,17.049,9,17.589,1,17.679,4,16.435,5,466,35.000,-3,07
10.11.2022,17.589,1,15.887,0,18.138,2,15.799,3,720,74.000,10,71
09.11.2022,15.886,9,18.538,9,18.583,8,15.603,3,869,57.000,-14,25
08.11.2022,18.527,4,20.589,0,20.667,5,17.260,0,865,10.000,-10,01
07.11.2022,20.589,0,20.916,3,21.055,4,20.410,5,414,24.000,-1,56
06.11.2022,20.916,3,21.298,7,21.360,4,20.901,0,242,26.000,-1,81
05.11.2022,21.301,6,21.145,7,21.464,7,21.084,1,261,23.000,0,74
04.11.2022,21.145,9,20.206,4,21.281,9,20.184,6,499,50.000,4,65
03.11.2022,20.206,4,20.154,0,20.384,5,20.066,6,347,23.000,0,26
02.11.2022,20.154,4,20.482,9,20.778,3,20.065,8,420,23.000,-1,61
01.11.2022,20.483,5,20.496,1,20.676,6,20.348,1,302,72.000,-0,06
31.10.2022,20.496,3,20.626,0,20.822,4,20.260,0,327,47.000,-0,63
30.10.2022,20.626,3,20.809,4,20.922,3,20.522,5,207,63.000,-0,88
29.10.2022,20.809,8,20.594,2,21.038,1,20.561,9,276,54.000,1,05
28.10.2022,20.594,4,20.293,0,20.744,0,20.058,2,318,90.000,1,49
27.10.2022,20.292,9,20.769,5,20.867,9,20.231,6,365,49.000,-2,29
26.10.2022,20.769,5,20.086,8,20.981,5,20.062,9,427,99.000,3,42
25.10.2022,20.082,7,19.331,8,20.406,9,19.249,0,371,54.000,3,89
